,Model,Source,Dataset,Split,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,num_nonzero_coefs,prot_length,cv,RVSM,coverage,coverage_site,coverage_within,fractionSD,fractionSD_ranked
317,ESM-2 650M,cellular,CALM1_HUMAN_Roth2017,Site Split,0.1167561780304164,0.7398654252955335,0.9380937836694792,0.3376150400220185,0.0130879928378889,0.7747430208132008,0.9956511076746924,0.1749950956345366,53.4,149,0.4330438430602502,0.36664679180332155,0.6583892617449665,1.0,0.6583892617449665,0.7919463087248322,0.9530201342281879
318,ESM-2 650M,cellular,DLG4_RAT_Ranganathan2012,Pooled Split,0.7689621224524071,0.3342815984027346,0.4817077368138008,0.7521398224080393,0.5805342517622303,0.4270303055369197,0.6374857178300202,0.6415931212781415,309.4,724,1.342943325698411,0.7305848401961206,0.11457182320441989,0.11464088397790055,0.9993975903614458,0.3253012048192771,0.3855421686746988
319,ESM-2 650M,cellular,DLG4_RAT_Ranganathan2012,Site Split,0.2011066627192699,0.6138960525774917,0.8895168749997542,0.3771068168194492,0.0332352384624187,0.6363635164301008,0.9184260553699852,0.3050917744637739,25.2,724,1.342943325698411,0.7305848401961206,0.11457182320441989,0.11464088397790055,0.9993975903614458,0.3253012048192771,0.3855421686746988
320,ESM-2 650M,cellular,GAL4_YEAST_Shendure2015,Pooled Split,0.59340920491288,0.5109987389793694,0.6371051952875437,0.7968308337248803,0.4447695750594618,0.5977207877379056,0.7423326248028824,0.706453298931786,131.2,881,0.7566189862856479,0.7107807881698877,0.06782065834279229,0.07264472190692395,0.93359375,0.609375,0.390625
321,ESM-2 650M,cellular,GAL4_YEAST_Shendure2015,Site Split,0.5106614633555202,0.5678512348069822,0.699893117559742,0.7566469714482785,0.1119380776911061,0.7750833338784792,0.9264923342632532,0.4519133359283622,68.4,881,0.7566189862856479,0.7107807881698877,0.06782065834279229,0.07264472190692395,0.93359375,0.609375,0.390625
322,ESM-2 650M,cellular,HSP82_YEAST_Bolon2016,Pooled Split,0.8079970460124409,0.299831498021155,0.4389213037655575,0.6856973952805451,0.6825475926695596,0.3720632154686171,0.5571411325153435,0.6163739442248543,620.0,709,0.8937098164342531,0.7979485796168005,0.32038081805359664,0.3229901269393512,0.9919213973799126,0.2838427947598253,0.3537117903930131
323,ESM-2 650M,cellular,HSP82_YEAST_Bolon2016,Site Split,0.5718680709790783,0.4581698388399995,0.6673019357597423,0.5673869663826976,0.2581580342202065,0.5257146293159235,0.7640311613599435,0.4224044702921011,97.8,709,0.8937098164342531,0.7979485796168005,0.32038081805359664,0.3229901269393512,0.9919213973799126,0.2838427947598253,0.3537117903930131
324,ESM-2 650M,cellular,IF1_ECOLI,Pooled Split,0.8133259284230693,0.3096138473503932,0.4332632359198882,0.7937946400419732,0.6242786491706649,0.4334676249835931,0.6043037215704182,0.6759110523800629,307.8,72,0.19866847316575206,0.7161835992800392,0.9993055555555556,1.0,0.9993055555555556,0.3055555555555556,0.3611111111111111
325,ESM-2 650M,cellular,IF1_ECOLI,Site Split,0.3889504782329063,0.5578191796725956,0.7723655229108254,0.5581437436485535,0.1688199599357679,0.698096585477028,0.9133810590177032,0.3617530851280434,36.8,72,0.19866847316575206,0.7161835992800392,0.9993055555555556,1.0,0.9993055555555556,0.3055555555555556,0.3611111111111111
326,ESM-2 650M,cellular,KKA2_KLEPN_Mikkelsen2014,Pooled Split,0.5783774119396127,0.4959829341029742,0.6500988586166994,0.80549439848063,0.4781062888137057,0.5566365716898934,0.7182797634488973,0.7442637635906462,455.0,264,0.5670721318022142,0.7111714665579993,0.9893939393939394,1.0,0.9893939393939395,0.5189393939393939,0.4015151515151515
327,ESM-2 650M,cellular,KKA2_KLEPN_Mikkelsen2014,Site Split,0.4740756800718609,0.5666887333476176,0.7297620245663144,0.7435532532265563,0.2977920268662032,0.651658707071659,0.8130256372497435,0.6077708610954451,158.4,264,0.5670721318022142,0.7111714665579993,0.9893939393939394,1.0,0.9893939393939395,0.5189393939393939,0.4015151515151515
328,ESM-2 650M,cellular,MK01_HUMAN_Johannessen,Pooled Split,0.2705575194101627,0.6262336683173544,0.8563421999402567,0.5671383078290113,0.1788196898488067,0.6569862007103155,0.8960637515281059,0.4740125631810579,345.2,360,0.12065884561353628,0.5019673630177323,0.9456944444444444,0.9972222222222222,0.9483286908077995,0.7771587743732591,0.7520891364902507
329,ESM-2 650M,cellular,MK01_HUMAN_Johannessen,Site Split,0.165004405280981,0.673977339839689,0.9133879038706144,0.4589839676885791,0.058037639169714,0.7233791714540933,0.9680052249557234,0.2861090612434006,91.4,360,0.12065884561353628,0.5019673630177323,0.9456944444444444,0.9972222222222222,0.9483286908077995,0.7771587743732591,0.7520891364902507
330,ESM-2 650M,cellular,MTH3_HAEAESTABILIZED_Tawfik2015,Pooled Split,0.5429262790526445,0.5475143332853455,0.6749131151309558,0.7513380786243717,0.3764129518466862,0.6393262225402354,0.7851747467767324,0.6287445151089367,198.4,331,0.5504720407095586,0.7526127799293224,0.268429003021148,0.9939577039274925,0.27006079027355623,0.45592705167173253,0.42857142857142855
331,ESM-2 650M,cellular,MTH3_HAEAESTABILIZED_Tawfik2015,Site Split,0.3985968299825504,0.6480606119486507,0.7759517334063125,0.6478826106124219,0.3130968218339337,0.6911377193111129,0.8231681240339371,0.5656596369560921,56.4,331,0.5504720407095586,0.7526127799293224,0.268429003021148,0.9939577039274925,0.27006079027355623,0.45592705167173253,0.42857142857142855
332,ESM-2 650M,cellular,PABP_YEAST_Fields2013_singles,Pooled Split,0.8217113800440596,0.3224174973284823,0.4264836179759378,0.8827212743540775,0.6656198840311763,0.4359761916493662,0.5511192885371923,0.7777118687326128,246.0,577,0.3501909986505229,0.7605925770255249,0.10285961871750433,0.12998266897746968,0.7913333333333333,0.3466666666666667,0.4266666666666667
333,ESM-2 650M,cellular,PABP_YEAST_Fields2013_singles,Site Split,0.7703583046019962,0.3623259257409331,0.4709378597976085,0.8538151690779381,0.2425401552447993,0.6874429481737115,0.8648873462872613,0.5291704120415777,179.4,577,0.3501909986505229,0.7605925770255249,0.10285961871750433,0.12998266897746968,0.7913333333333333,0.3466666666666667,0.4266666666666667
334,ESM-2 650M,cellular,PTEN_HUMAN_Fowler2018,Pooled Split,0.6315137216929418,0.4619434774447607,0.6060630994204417,0.7885993479221297,0.5117983649899391,0.5373646111741396,0.7027406791011174,0.7108733357183082,453.6,403,0.32167672398493297,0.7408155750147832,0.5245657568238213,0.8883374689826302,0.5905027932960893,0.5027932960893855,0.4972067039106145
335,ESM-2 650M,cellular,PTEN_HUMAN_Fowler2018,Site Split,0.4752686609862254,0.561295146440376,0.7230596517843372,0.6964891208890341,0.3136675654231549,0.6517946261650509,0.8243263995700765,0.5594370305596271,147.6,403,0.32167672398493297,0.7408155750147832,0.5245657568238213,0.8883374689826302,0.5905027932960893,0.5027932960893855,0.4972067039106145
336,ESM-2 650M,cellular,RASH_HUMAN_Kuriyan,Pooled Split,0.7619602874281854,0.3355535250411942,0.4887457117579014,0.8790162307850803,0.64659655075451,0.4270143546999856,0.5892050725643629,0.8055991318883299,535.6,189,1.4725362715569286,0.7406245847325177,0.8291005291005291,0.873015873015873,0.9496969696969696,0.3333333333333333,0.3575757575757576
337,ESM-2 650M,cellular,RASH_HUMAN_Kuriyan,Site Split,0.3763710396766247,0.598129034504525,0.783286168949852,0.6413866776665398,0.1391523218088967,0.6810298115708663,0.9150555513749412,0.4305374273903711,66.0,189,1.4725362715569286,0.7406245847325177,0.8291005291005291,0.873015873015873,0.9496969696969696,0.3333333333333333,0.3575757575757576
338,ESM-2 650M,cellular,RL401_YEAST_Bolon2013,Pooled Split,0.8407290115545397,0.2816813800641796,0.3994799581750624,0.8764307036623691,0.6284223097742357,0.426497376632572,0.6021039708613947,0.7927556351967899,313.0,128,0.9101222214698047,0.7103615366528945,0.495703125,0.5859375,0.8460000000000001,0.5466666666666666,0.52
339,ESM-2 650M,cellular,RL401_YEAST_Bolon2013,Site Split,0.6165172139651645,0.4522378574894846,0.6220367512610687,0.7837641085682139,0.2122675056875247,0.6123727207007444,0.8394392399576939,0.5088559835832231,66.6,128,0.9101222214698047,0.7103615366528945,0.495703125,0.5859375,0.8460000000000001,0.5466666666666666,0.52
340,ESM-2 650M,cellular,RL401_YEAST_Bolon2014,Pooled Split,0.8419566511130124,0.2876979797324567,0.4003342808102156,0.7895187327636749,0.6677377319549327,0.3908040116056253,0.5537690404213068,0.674385282262263,313.4,128,0.30490576345993864,0.7344805700311122,0.560546875,0.5859375,0.9566666666666667,0.37333333333333335,0.4266666666666667
341,ESM-2 650M,cellular,RL401_YEAST_Bolon2014,Site Split,0.6112976065543505,0.4615534465397569,0.6162294694395288,0.6968435971834757,0.2482309709054558,0.5913346026431404,0.8112067954072332,0.4802376812849486,82.0,128,0.30490576345993864,0.7344805700311122,0.560546875,0.5859375,0.9566666666666667,0.37333333333333335,0.4266666666666667
342,ESM-2 650M,cellular,RL401_YEAST_Fraser2016,Pooled Split,0.6855800694706833,0.4100745607989202,0.5584043404341742,0.7931578259782162,0.5113121921584195,0.5198983135020934,0.701571972346715,0.6856055507325842,194.2,128,0.9013454112502821,0.6681921302190386,0.5171875,0.5859375,0.8826666666666666,0.56,0.5466666666666666
343,ESM-2 650M,cellular,RL401_YEAST_Fraser2016,Site Split,0.4763290941237691,0.5435090175482223,0.7097985520860408,0.6880108307391801,0.2904450853960106,0.6954974751311309,0.8862796716842499,0.5598541214316477,49.2,128,0.9013454112502821,0.6681921302190386,0.5171875,0.5859375,0.8826666666666666,0.56,0.5466666666666666
344,ESM-2 650M,cellular,SUMO1_HUMAN_Roth2017,Pooled Split,0.5852696098630306,0.4986728955323687,0.6434470592516519,0.7751029495516562,0.4097192624401675,0.5914221075206467,0.7700803070288529,0.6501535211993159,197.2,101,0.6737008565676809,0.6498109205587788,0.8915841584158416,1.0,0.8915841584158416,0.693069306930693,0.7425742574257426
345,ESM-2 650M,cellular,SUMO1_HUMAN_Roth2017,Site Split,0.5311339913607955,0.5313948429706014,0.6802022462726234,0.7410420637446149,0.2780638459803278,0.6805015005086226,0.8637722169092813,0.5781219698569722,128.4,101,0.6737008565676809,0.6498109205587788,0.8915841584158416,1.0,0.8915841584158416,0.693069306930693,0.7425742574257426
346,ESM-2 650M,cellular,TIM_SULSO,Pooled Split,0.7474481423256112,0.387570380965516,0.5038272945920574,0.8368483402100871,0.5743655646222677,0.4851017452161411,0.6436028721620269,0.7548528351343403,257.4,248,0.7712619529753442,0.6795312343350918,0.30625,0.3225806451612903,0.9493750000000001,0.5375,0.525
347,ESM-2 650M,cellular,TIM_SULSO,Site Split,0.4635662784141803,0.588686594971782,0.730332249275613,0.6730392521302806,0.241600310063247,0.7094402262959528,0.8557863170101104,0.5424704473990924,51.6,248,0.7712619529753442,0.6795312343350918,0.30625,0.3225806451612903,0.9493750000000001,0.5375,0.525
348,ESM-2 650M,cellular,TIM_THEMA,Pooled Split,0.7142423189632011,0.3898117525433795,0.5304665265458066,0.8221168941652571,0.5799652222389271,0.4911532367747081,0.665449981154973,0.7711130354223668,273.0,252,0.6026856351383423,0.6674715962998132,0.3013888888888889,0.31746031746031744,0.9493750000000001,0.425,0.4625
349,ESM-2 650M,cellular,TIM_THEMA,Site Split,0.3727387830099669,0.5976179490199305,0.7974605747284572,0.6519641382791477,0.1467846872500508,0.6964046199979534,0.8736392059843958,0.4127488832093616,49.4,252,0.6026856351383423,0.6674715962998132,0.3013888888888889,0.31746031746031744,0.9493750000000001,0.425,0.4625
350,ESM-2 650M,cellular,TIM_THETH,Pooled Split,0.8301673698522402,0.3203230491998489,0.4131891358936442,0.8899450970698515,0.6582579213947206,0.4505541449723088,0.5727026455643031,0.8064452717936739,365.8,254,0.8634544149915395,0.7076068859320546,0.29901574803149605,0.31496062992125984,0.9493750000000001,0.475,0.425
351,ESM-2 650M,cellular,TIM_THETH,Site Split,0.5449097147573183,0.5496204920434108,0.6632724405438937,0.7281623190107929,0.1348590229285528,0.7700725724879353,0.918668383376388,0.3860959433534386,93.6,254,0.8634544149915395,0.7076068859320546,0.29901574803149605,0.31496062992125984,0.9493750000000001,0.475,0.425
352,ESM-2 650M,cellular,TPK1_HUMAN_Roth2017,Pooled Split,0.2460774157925739,0.7096983740493368,0.8685822518656439,0.5216593841912868,0.1293735202565292,0.7599917158285381,0.9300830227670286,0.3889493884912995,184.0,243,1.094529440716566,0.40846174151187786,0.7045267489711934,1.0,0.7045267489711934,0.9012345679012346,0.9218106995884774
353,ESM-2 650M,cellular,TPK1_HUMAN_Roth2017,Site Split,0.2243586242368342,0.7237937643138344,0.8811048841515963,0.4996423045331151,0.0757679759623948,0.7858013365335885,0.956068678378367,0.3286842412894086,151.8,243,1.094529440716566,0.40846174151187786,0.7045267489711934,1.0,0.7045267489711934,0.9012345679012346,0.9218106995884774
354,ESM-2 650M,cellular,TPMT_HUMAN_Fowler2018,Pooled Split,0.560061039405485,0.5004468542308728,0.6630172433086944,0.6954822673042041,0.4580163994390565,0.5586432141989176,0.735992885447623,0.6153204751272855,407.4,245,0.4064028950005944,0.5869730729239018,0.8128571428571428,0.9836734693877551,0.8263485477178424,0.6224066390041494,0.7634854771784232
355,ESM-2 650M,cellular,TPMT_HUMAN_Fowler2018,Site Split,0.4246105948596448,0.5741834214136554,0.7580180263358713,0.6199930950482218,0.2740077151669425,0.6518539778697139,0.8523800103026268,0.5189078942113203,119.0,245,0.4064028950005944,0.5869730729239018,0.8128571428571428,0.9836734693877551,0.8263485477178424,0.6224066390041494,0.7634854771784232
356,ESM-2 650M,cellular,UBC9_HUMAN_Roth2017,Pooled Split,0.585260327377798,0.4789478946883177,0.6380664172535533,0.7946370162648736,0.4034382131166885,0.5726977779814364,0.797582985367376,0.6962204724347065,340.2,159,0.8088618035290754,0.6450200962443945,0.8559748427672956,1.0,0.8559748427672955,0.5094339622641509,0.6226415094339622
357,ESM-2 650M,cellular,UBC9_HUMAN_Roth2017,Site Split,0.5623623332254069,0.4930245677060899,0.657317704504592,0.7834528961762286,0.1099338945162244,0.7129601701063164,0.9394212243351988,0.4268148467000175,265.6,159,0.8088618035290754,0.6450200962443945,0.8559748427672956,1.0,0.8559748427672955,0.5094339622641509,0.6226415094339622
358,ESM-2 650M,cellular,UBE4B_MOUSE_Klevit2013_singles,Pooled Split,0.4941280840605281,0.5348587999217898,0.7069145896896882,0.687329897477032,0.2400933514946671,0.6150708900854053,0.8815586484784268,0.5026445220464751,112.0,1173,1.5591996095503184,0.6910172512535072,0.038320545609548166,0.08695652173913043,0.44068627450980397,0.4803921568627451,0.5882352941176471
359,ESM-2 650M,cellular,UBE4B_MOUSE_Klevit2013_singles,Site Split,0.21991670581807,0.6570608689449841,0.8844223620088568,0.4902610411168653,0.1358356556760745,0.6889509760665685,0.9201141424020886,0.3844289113958795,25.4,1173,1.5591996095503184,0.6910172512535072,0.038320545609548166,0.08695652173913043,0.44068627450980397,0.4803921568627451,0.5882352941176471
360,ESM-2 650M,cellular,YAP1_HUMAN_Fields2012_singles,Pooled Split,0.7853159149315629,0.3404641795373515,0.4533282666728489,0.8959721845837054,0.4539237301495223,0.5489180545425766,0.7540647618830577,0.6923423423423424,93.2,504,0.4318702986379841,0.7425657891518733,0.03591269841269841,0.06547619047619048,0.5484848484848485,0.3333333333333333,0.3333333333333333
361,ESM-2 650M,cellular,YAP1_HUMAN_Fields2012_singles,Site Split,0.5747816313711972,0.4663413718412444,0.6315366953981181,0.7957872973030188,0.1105370610785425,0.712739482968764,0.9090641042120066,0.5130226250253284,42.2,504,0.4318702986379841,0.7425657891518733,0.03591269841269841,0.06547619047619048,0.5484848484848485,0.3333333333333333,0.3333333333333333
362,ESM-2 650M,viral,BPP22_COAT_Tsuboyama,Pooled Split,0.9201881656578264,0.2034550217730532,0.2806491168136896,0.9434111617228907,0.8151992713597206,0.318469241320336,0.4329310228344571,0.8813123917493307,170.8,40,0.8919193230504483,0.786835071097406,0.90375,1.0,0.9037499999999999,0.325,0.4
363,ESM-2 650M,viral,BPP22_COAT_Tsuboyama,Site Split,0.8075874234135391,0.2936179736293153,0.4254817316892211,0.8849843073688145,0.6502364312391545,0.437990395569294,0.5978520733534436,0.8445707943201025,50.4,40,0.8919193230504483,0.786835071097406,0.90375,1.0,0.9037499999999999,0.325,0.4
364,ESM-2 650M,viral,CVB3_2A_Alvarez,Pooled Split,0.6652048700975357,0.4424007078388134,0.5809266538888447,0.7445550918404613,0.5839309110791823,0.4792459320678706,0.6336149094003865,0.6869259828989005,255.4,150,0.5578336724016802,0.7765736558944001,0.9973333333333333,1.0,0.9973333333333333,0.36666666666666664,0.47333333333333333
365,ESM-2 650M,viral,CVB3_2A_Alvarez,Site Split,0.4298551080246672,0.6064620255808731,0.7586403593229606,0.6168653606376839,0.1857633387666411,0.6885779949744409,0.852546739871088,0.4009365493678228,61.4,150,0.5578336724016802,0.7765736558944001,0.9973333333333333,1.0,0.9973333333333333,0.36666666666666664,0.47333333333333333
366,ESM-2 650M,viral,CVB3_2B_Alvarez,Pooled Split,0.6086131911061368,0.5085863661373571,0.6253471934127327,0.8007024822739421,0.4872740687975712,0.5822254978727035,0.7152247381113426,0.7246722141110955,206.4,99,0.5070237919866647,0.5877273255364133,0.9994949494949495,1.0,0.9994949494949494,0.7474747474747475,0.6565656565656566
367,ESM-2 650M,viral,CVB3_2B_Alvarez,Site Split,0.2579615887523019,0.7674404448943472,0.8608262664208427,0.5535456461736142,0.1953318244187644,0.7980512591433266,0.892471668444206,0.4647719725664886,35.0,99,0.5070237919866647,0.5877273255364133,0.9994949494949495,1.0,0.9994949494949494,0.7474747474747475,0.6565656565656566
368,ESM-2 650M,viral,CVB3_2C_Alvarez,Pooled Split,0.5277384951032162,0.5640124885121606,0.68730503225418,0.745210147884283,0.4561535743165968,0.605533351461197,0.7364754869938197,0.6997066292045739,402.8,329,0.4058222444513613,0.5960845961866512,0.9989361702127659,1.0,0.9989361702127659,0.6808510638297872,0.44984802431610943
369,ESM-2 650M,viral,CVB3_2C_Alvarez,Site Split,0.373868887590344,0.6707166746851518,0.7928793002247676,0.6480340596747921,0.2736517704055329,0.7150809684414445,0.8394542706753713,0.5606538601445875,86.8,329,0.4058222444513613,0.5960845961866512,0.9989361702127659,1.0,0.9989361702127659,0.6808510638297872,0.44984802431610943
370,ESM-2 650M,viral,CVB3_3A_Alvarez,Pooled Split,0.6939727295002863,0.446849888370138,0.5518900748503727,0.835260922616107,0.5333599067053045,0.5497934309401917,0.685665528074175,0.7524585268042859,303.4,89,0.5070286510567076,0.6489060059223675,0.9943820224719101,1.0,0.9943820224719101,0.6741573033707865,0.5280898876404494
371,ESM-2 650M,viral,CVB3_3A_Alvarez,Site Split,0.2421170600434929,0.7952262176671268,0.8707853750026124,0.5280242808503995,0.0389670093013339,0.866606240145783,0.9564934110871162,0.2906806133283345,24.4,89,0.5070286510567076,0.6489060059223675,0.9943820224719101,1.0,0.9943820224719101,0.6741573033707865,0.5280898876404494
372,ESM-2 650M,viral,CVB3_3B_Alvarez,Pooled Split,0.7402490157240138,0.413244739658939,0.5111525306860077,0.8396203891457693,0.5416079406725729,0.5227704700377067,0.6547001444398364,0.7296609481366216,91.4,22,0.37734599203555846,0.6886532329837339,1.0,1.0,1.0,0.5454545454545454,0.5
373,ESM-2 650M,viral,CVB3_3B_Alvarez,Site Split,0.6570804442747702,0.4663011313142455,0.5810588043274342,0.81261213429954,-0.2099094666675608,0.8729297198415937,1.016812634515892,0.3484632576990702,57.4,22,0.37734599203555846,0.6886532329837339,1.0,1.0,1.0,0.5454545454545454,0.5
374,ESM-2 650M,viral,CVB3_3C_Alvarez,Pooled Split,0.5716381242082235,0.5199748968020946,0.6550317731305142,0.7421269798416101,0.4932811538179654,0.5680129023430792,0.7084666671401648,0.6988294672954478,358.4,183,0.3561483697168449,0.6078066808254906,0.9983606557377049,1.0,0.9983606557377049,0.6775956284153005,0.32786885245901637
