,Model,Source,Dataset,Split,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,num_nonzero_coefs,RVSM,FHVS,coverage,prot_length
16,ESM-2 650M,cellular,BRCA1_HUMAN_BRCT,Pooled Split,0.6803534312524387,0.4203190445509112,0.5670489799152779,0.687319476857174,0.4625931577558606,0.5222256044393908,0.7168792719846323,0.5427894867552231,216.4,0.697763511387242,0.43555555555555553,0.04353193773483629,1863
17,ESM-2 650M,cellular,BRCA1_HUMAN_BRCT,Site Split,0.5068941544920984,0.5140088915827358,0.6940082903070243,0.5879779873898658,0.3590241996645106,0.6123737496683698,0.8139898926751592,0.5282729138717187,82.2,0.697763511387242,0.43555555555555553,0.04353193773483629,1863
18,ESM-2 650M,cellular,BRCA1_HUMAN_RING,Pooled Split,0.7041291925996109,0.39892015887544546,0.5418439245633301,0.7038099174420377,0.5492209628247351,0.4850666442327715,0.6762541109489815,0.6040039774896687,97.8,0.7198780852961953,0.37623762376237624,0.019753086419753086,1863
19,ESM-2 650M,cellular,BRCA1_HUMAN_RING,Site Split,0.6195969681049276,0.4482238010101741,0.6009670886367724,0.6508194328397889,0.31297442872391834,0.6057013993844387,0.8462650759215575,0.4869737300057876,55.6,0.7198780852961953,0.37623762376237624,0.019753086419753086,1863
20,ESM-2 650M,cellular,CALM1_HUMAN_Roth2017,Pooled Split,0.16780954368418902,0.7100816475532836,0.908062693520239,0.3976803022476162,0.04568113459058816,0.7762794270760289,0.9906911248533572,0.22220587642251477,82.4,0.36664679180332155,0.7919463087248322,0.6583892617449665,149
21,ESM-2 650M,cellular,CALM1_HUMAN_Roth2017,Site Split,0.11675617803041642,0.7398654252955335,0.9380937836694792,0.3376150400220185,0.01308799283788896,0.7747430208132008,0.9956511076746924,0.17499509563453663,53.4,0.36664679180332155,0.7919463087248322,0.6583892617449665,149
22,ESM-2 650M,cellular,DLG4_RAT_Ranganathan2012,Pooled Split,0.7689621224524071,0.33428159840273464,0.48170773681380086,0.7521398224080393,0.5805342517622303,0.42703030553691973,0.6374857178300202,0.6415931212781415,309.4,0.7305848401961206,0.3253012048192771,0.11457182320441989,724
23,ESM-2 650M,cellular,DLG4_RAT_Ranganathan2012,Site Split,0.2011066627192699,0.6138960525774917,0.8895168749997542,0.37710681681944924,0.033235238462418784,0.6363635164301008,0.9184260553699852,0.3050917744637739,25.2,0.7305848401961206,0.3253012048192771,0.11457182320441989,724
24,ESM-2 650M,cellular,GAL4_YEAST_Shendure2015,Pooled Split,0.59340920491288,0.5109987389793694,0.6371051952875437,0.7968308337248803,0.4447695750594618,0.5977207877379056,0.7423326248028824,0.706453298931786,131.2,0.7107807881698877,0.609375,0.06782065834279229,881
25,ESM-2 650M,cellular,GAL4_YEAST_Shendure2015,Site Split,0.5106614633555202,0.5678512348069822,0.699893117559742,0.7566469714482785,0.11193807769110613,0.7750833338784792,0.9264923342632532,0.45191333592836225,68.4,0.7107807881698877,0.609375,0.06782065834279229,881
26,ESM-2 650M,cellular,HSP82_YEAST_Bolon2016,Pooled Split,0.8079970460124409,0.29983149802115505,0.43892130376555755,0.6856973952805451,0.6825475926695596,0.3720632154686171,0.5571411325153435,0.6163739442248543,620.0,0.7979485796168005,0.2838427947598253,0.32038081805359664,709
27,ESM-2 650M,cellular,HSP82_YEAST_Bolon2016,Site Split,0.5718680709790783,0.4581698388399995,0.6673019357597423,0.5673869663826976,0.25815803422020656,0.5257146293159235,0.7640311613599435,0.42240447029210115,97.8,0.7979485796168005,0.2838427947598253,0.32038081805359664,709
28,ESM-2 650M,cellular,IF1_ECOLI,Pooled Split,0.8133259284230693,0.3096138473503932,0.43326323591988825,0.7937946400419732,0.6242786491706649,0.43346762498359315,0.6043037215704182,0.6759110523800629,307.8,0.7161835992800392,0.3055555555555556,0.9993055555555556,72
29,ESM-2 650M,cellular,IF1_ECOLI,Site Split,0.38895047823290635,0.5578191796725956,0.7723655229108254,0.5581437436485535,0.16881995993576798,0.698096585477028,0.9133810590177033,0.36175308512804344,36.8,0.7161835992800392,0.3055555555555556,0.9993055555555556,72
30,ESM-2 650M,cellular,KKA2_KLEPN_Mikkelsen2014,Pooled Split,0.5783774119396127,0.4959829341029742,0.6500988586166994,0.80549439848063,0.47810628881370576,0.5566365716898934,0.7182797634488973,0.7442637635906462,455.0,0.7111714665579993,0.5189393939393939,0.9893939393939394,264
31,ESM-2 650M,cellular,KKA2_KLEPN_Mikkelsen2014,Site Split,0.4740756800718609,0.5666887333476176,0.7297620245663144,0.7435532532265563,0.2977920268662032,0.651658707071659,0.8130256372497435,0.6077708610954451,158.4,0.7111714665579993,0.5189393939393939,0.9893939393939394,264
32,ESM-2 650M,cellular,MK01_HUMAN_Johannessen,Pooled Split,0.2705575194101627,0.6262336683173544,0.8563421999402567,0.5671383078290113,0.1788196898488067,0.6569862007103155,0.8960637515281059,0.4740125631810579,345.2,0.5019673630177323,0.7771587743732591,0.9456944444444444,360
33,ESM-2 650M,cellular,MK01_HUMAN_Johannessen,Site Split,0.165004405280981,0.673977339839689,0.9133879038706144,0.45898396768857913,0.058037639169714064,0.7233791714540933,0.9680052249557234,0.28610906124340063,91.4,0.5019673630177323,0.7771587743732591,0.9456944444444444,360
34,ESM-2 650M,cellular,MTH3_HAEAESTABILIZED_Tawfik2015,Pooled Split,0.5429262790526445,0.5475143332853455,0.6749131151309558,0.7513380786243717,0.3764129518466862,0.6393262225402354,0.7851747467767324,0.6287445151089367,198.4,0.7526127799293224,0.45592705167173253,0.268429003021148,331
35,ESM-2 650M,cellular,MTH3_HAEAESTABILIZED_Tawfik2015,Site Split,0.39859682998255047,0.6480606119486507,0.7759517334063125,0.6478826106124219,0.3130968218339337,0.6911377193111129,0.8231681240339371,0.5656596369560921,56.4,0.7526127799293224,0.45592705167173253,0.268429003021148,331
36,ESM-2 650M,cellular,PABP_YEAST_Fields2013_singles,Pooled Split,0.8217113800440596,0.32241749732848235,0.4264836179759378,0.8827212743540775,0.6656198840311763,0.4359761916493662,0.5511192885371923,0.7777118687326128,246.0,0.7605925770255249,0.3466666666666667,0.10285961871750433,577
37,ESM-2 650M,cellular,PABP_YEAST_Fields2013_singles,Site Split,0.7703583046019962,0.3623259257409331,0.4709378597976085,0.8538151690779381,0.2425401552447993,0.6874429481737115,0.8648873462872613,0.5291704120415777,179.4,0.7605925770255249,0.3466666666666667,0.10285961871750433,577
38,ESM-2 650M,cellular,PTEN_HUMAN_Fowler2018,Pooled Split,0.6315137216929418,0.4619434774447607,0.6060630994204417,0.7885993479221297,0.5117983649899391,0.5373646111741396,0.7027406791011174,0.7108733357183082,453.6,0.7408155750147832,0.5027932960893855,0.5245657568238213,403
39,ESM-2 650M,cellular,PTEN_HUMAN_Fowler2018,Site Split,0.4752686609862254,0.561295146440376,0.7230596517843372,0.6964891208890341,0.3136675654231549,0.6517946261650509,0.8243263995700765,0.5594370305596271,147.6,0.7408155750147832,0.5027932960893855,0.5245657568238213,403
40,ESM-2 650M,cellular,RASH_HUMAN_Kuriyan,Pooled Split,0.7619602874281854,0.33555352504119423,0.4887457117579014,0.8790162307850803,0.64659655075451,0.4270143546999856,0.5892050725643629,0.8055991318883299,535.6,0.7406245847325177,0.3333333333333333,0.8291005291005291,189
41,ESM-2 650M,cellular,RASH_HUMAN_Kuriyan,Site Split,0.3763710396766247,0.598129034504525,0.783286168949852,0.6413866776665398,0.13915232180889672,0.6810298115708663,0.9150555513749413,0.4305374273903711,66.0,0.7406245847325177,0.3333333333333333,0.8291005291005291,189
42,ESM-2 650M,cellular,RL401_YEAST_Bolon2013,Pooled Split,0.8407290115545397,0.2816813800641796,0.3994799581750624,0.8764307036623691,0.6284223097742357,0.42649737663257203,0.6021039708613947,0.7927556351967899,313.0,0.7103615366528945,0.5466666666666666,0.495703125,128
43,ESM-2 650M,cellular,RL401_YEAST_Bolon2013,Site Split,0.6165172139651645,0.45223785748948464,0.6220367512610687,0.7837641085682139,0.21226750568752473,0.6123727207007444,0.8394392399576939,0.5088559835832231,66.6,0.7103615366528945,0.5466666666666666,0.495703125,128
44,ESM-2 650M,cellular,RL401_YEAST_Bolon2014,Pooled Split,0.8419566511130124,0.28769797973245675,0.40033428081021566,0.7895187327636749,0.6677377319549327,0.3908040116056253,0.5537690404213068,0.674385282262263,313.4,0.7344805700311122,0.37333333333333335,0.560546875,128
45,ESM-2 650M,cellular,RL401_YEAST_Bolon2014,Site Split,0.6112976065543505,0.4615534465397569,0.6162294694395288,0.6968435971834757,0.24823097090545584,0.5913346026431404,0.8112067954072332,0.4802376812849486,82.0,0.7344805700311122,0.37333333333333335,0.560546875,128
46,ESM-2 650M,cellular,RL401_YEAST_Fraser2016,Pooled Split,0.6855800694706833,0.4100745607989202,0.5584043404341742,0.7931578259782162,0.5113121921584195,0.5198983135020934,0.701571972346715,0.6856055507325842,194.2,0.6681921302190386,0.56,0.5171875,128
47,ESM-2 650M,cellular,RL401_YEAST_Fraser2016,Site Split,0.47632909412376917,0.5435090175482223,0.7097985520860408,0.6880108307391801,0.29044508539601066,0.6954974751311309,0.8862796716842499,0.5598541214316477,49.2,0.6681921302190386,0.56,0.5171875,128
48,ESM-2 650M,cellular,SUMO1_HUMAN_Roth2017,Pooled Split,0.5852696098630306,0.4986728955323687,0.6434470592516519,0.7751029495516562,0.4097192624401675,0.5914221075206467,0.7700803070288529,0.6501535211993159,197.2,0.6498109205587788,0.693069306930693,0.8915841584158416,101
49,ESM-2 650M,cellular,SUMO1_HUMAN_Roth2017,Site Split,0.5311339913607955,0.5313948429706014,0.6802022462726234,0.7410420637446149,0.27806384598032785,0.6805015005086226,0.8637722169092813,0.5781219698569722,128.4,0.6498109205587788,0.693069306930693,0.8915841584158416,101
50,ESM-2 650M,cellular,TIM_SULSO,Pooled Split,0.7474481423256112,0.38757038096551605,0.5038272945920574,0.8368483402100871,0.5743655646222677,0.48510174521614113,0.6436028721620269,0.7548528351343403,257.4,0.6795312343350918,0.5375,0.30625,248
51,ESM-2 650M,cellular,TIM_SULSO,Site Split,0.4635662784141803,0.588686594971782,0.730332249275613,0.6730392521302806,0.24160031006324706,0.7094402262959528,0.8557863170101104,0.5424704473990924,51.6,0.6795312343350918,0.5375,0.30625,248
52,ESM-2 650M,cellular,TIM_THEMA,Pooled Split,0.7142423189632011,0.3898117525433795,0.5304665265458066,0.8221168941652571,0.5799652222389271,0.4911532367747081,0.665449981154973,0.7711130354223668,273.0,0.6674715962998132,0.425,0.3013888888888889,252
53,ESM-2 650M,cellular,TIM_THEMA,Site Split,0.37273878300996693,0.5976179490199305,0.7974605747284572,0.6519641382791477,0.1467846872500508,0.6964046199979534,0.8736392059843958,0.41274888320936165,49.4,0.6674715962998132,0.425,0.3013888888888889,252
54,ESM-2 650M,cellular,TIM_THETH,Pooled Split,0.8301673698522402,0.32032304919984894,0.41318913589364425,0.8899450970698515,0.6582579213947206,0.45055414497230883,0.5727026455643031,0.8064452717936739,365.8,0.7076068859320546,0.475,0.29901574803149605,254
55,ESM-2 650M,cellular,TIM_THETH,Site Split,0.5449097147573183,0.5496204920434108,0.6632724405438937,0.7281623190107929,0.1348590229285528,0.7700725724879353,0.918668383376388,0.38609594335343866,93.6,0.7076068859320546,0.475,0.29901574803149605,254
56,ESM-2 650M,cellular,TPK1_HUMAN_Roth2017,Pooled Split,0.2460774157925739,0.7096983740493368,0.8685822518656439,0.5216593841912868,0.12937352025652923,0.7599917158285381,0.9300830227670286,0.3889493884912995,184.0,0.40846174151187786,0.9012345679012346,0.7045267489711934,243
57,ESM-2 650M,cellular,TPK1_HUMAN_Roth2017,Site Split,0.2243586242368342,0.7237937643138344,0.8811048841515963,0.49964230453311514,0.07576797596239489,0.7858013365335885,0.956068678378367,0.32868424128940865,151.8,0.40846174151187786,0.9012345679012346,0.7045267489711934,243
58,ESM-2 650M,cellular,TPMT_HUMAN_Fowler2018,Pooled Split,0.560061039405485,0.5004468542308728,0.6630172433086944,0.6954822673042041,0.45801639943905653,0.5586432141989176,0.735992885447623,0.6153204751272855,407.4,0.5869730729239018,0.6224066390041494,0.8128571428571428,245
59,ESM-2 650M,cellular,TPMT_HUMAN_Fowler2018,Site Split,0.42461059485964486,0.5741834214136554,0.7580180263358713,0.6199930950482218,0.2740077151669425,0.6518539778697139,0.8523800103026268,0.5189078942113203,119.0,0.5869730729239018,0.6224066390041494,0.8128571428571428,245
60,ESM-2 650M,cellular,UBC9_HUMAN_Roth2017,Pooled Split,0.585260327377798,0.4789478946883177,0.6380664172535533,0.7946370162648736,0.40343821311668854,0.5726977779814364,0.797582985367376,0.6962204724347065,340.2,0.6450200962443945,0.5094339622641509,0.8559748427672956,159
61,ESM-2 650M,cellular,UBC9_HUMAN_Roth2017,Site Split,0.5623623332254069,0.49302456770608993,0.657317704504592,0.7834528961762286,0.10993389451622441,0.7129601701063164,0.9394212243351989,0.42681484670001757,265.6,0.6450200962443945,0.5094339622641509,0.8559748427672956,159
62,ESM-2 650M,cellular,UBE4B_MOUSE_Klevit2013_singles,Pooled Split,0.4941280840605281,0.5348587999217898,0.7069145896896882,0.687329897477032,0.24009335149466712,0.6150708900854053,0.8815586484784268,0.5026445220464751,112.0,0.6910172512535072,0.4803921568627451,0.038320545609548166,1173
63,ESM-2 650M,cellular,UBE4B_MOUSE_Klevit2013_singles,Site Split,0.21991670581807007,0.6570608689449841,0.8844223620088568,0.4902610411168653,0.13583565567607456,0.6889509760665685,0.9201141424020886,0.38442891139587954,25.4,0.6910172512535072,0.4803921568627451,0.038320545609548166,1173
64,ESM-2 650M,cellular,YAP1_HUMAN_Fields2012_singles,Pooled Split,0.7853159149315629,0.3404641795373515,0.4533282666728489,0.8959721845837054,0.45392373014952236,0.5489180545425766,0.7540647618830577,0.6923423423423424,93.2,0.7425657891518733,0.3333333333333333,0.03591269841269841,504
65,ESM-2 650M,cellular,YAP1_HUMAN_Fields2012_singles,Site Split,0.5747816313711972,0.46634137184124447,0.6315366953981181,0.7957872973030188,0.11053706107854251,0.712739482968764,0.9090641042120066,0.5130226250253284,42.2,0.7425657891518733,0.3333333333333333,0.03591269841269841,504
66,ESM-2 650M,viral,BPP22_COAT_Tsuboyama,Pooled Split,0.9201881656578264,0.20345502177305325,0.28064911681368965,0.9434111617228907,0.8151992713597206,0.31846924132033605,0.4329310228344571,0.8813123917493307,170.8,0.786835071097406,0.325,0.90375,40
67,ESM-2 650M,viral,BPP22_COAT_Tsuboyama,Site Split,0.8075874234135391,0.29361797362931535,0.4254817316892211,0.8849843073688145,0.6502364312391545,0.43799039556929403,0.5978520733534436,0.8445707943201025,50.4,0.786835071097406,0.325,0.90375,40
68,ESM-2 650M,viral,CVB3_2A_Alvarez,Pooled Split,0.6652048700975357,0.44240070783881347,0.5809266538888447,0.7445550918404613,0.5839309110791823,0.4792459320678706,0.6336149094003865,0.6869259828989005,255.4,0.7765736558944001,0.36666666666666664,0.9973333333333333,150
69,ESM-2 650M,viral,CVB3_2A_Alvarez,Site Split,0.4298551080246672,0.6064620255808731,0.7586403593229606,0.6168653606376839,0.18576333876664114,0.6885779949744409,0.852546739871088,0.4009365493678228,61.4,0.7765736558944001,0.36666666666666664,0.9973333333333333,150
70,ESM-2 650M,viral,CVB3_2B_Alvarez,Pooled Split,0.6086131911061368,0.5085863661373571,0.6253471934127327,0.8007024822739421,0.48727406879757124,0.5822254978727035,0.7152247381113426,0.7246722141110955,206.4,0.5877273255364133,0.7474747474747475,0.9994949494949495,99
71,ESM-2 650M,viral,CVB3_2B_Alvarez,Site Split,0.25796158875230196,0.7674404448943472,0.8608262664208427,0.5535456461736142,0.19533182441876448,0.7980512591433266,0.892471668444206,0.4647719725664886,35.0,0.5877273255364133,0.7474747474747475,0.9994949494949495,99
72,ESM-2 650M,viral,CVB3_2C_Alvarez,Pooled Split,0.5277384951032162,0.5640124885121606,0.68730503225418,0.745210147884283,0.45615357431659687,0.605533351461197,0.7364754869938197,0.6997066292045739,402.8,0.5960845961866512,0.6808510638297872,0.9989361702127659,329
73,ESM-2 650M,viral,CVB3_2C_Alvarez,Site Split,0.373868887590344,0.6707166746851518,0.7928793002247676,0.6480340596747921,0.2736517704055329,0.7150809684414445,0.8394542706753713,0.5606538601445875,86.8,0.5960845961866512,0.6808510638297872,0.9989361702127659,329
74,ESM-2 650M,viral,CVB3_3A_Alvarez,Pooled Split,0.6939727295002863,0.446849888370138,0.5518900748503727,0.835260922616107,0.5333599067053045,0.5497934309401917,0.685665528074175,0.7524585268042859,303.4,0.6489060059223675,0.6741573033707865,0.9943820224719101,89
75,ESM-2 650M,viral,CVB3_3A_Alvarez,Site Split,0.2421170600434929,0.7952262176671268,0.8707853750026124,0.5280242808503995,0.03896700930133392,0.866606240145783,0.9564934110871162,0.29068061332833456,24.4,0.6489060059223675,0.6741573033707865,0.9943820224719101,89
76,ESM-2 650M,viral,CVB3_3B_Alvarez,Pooled Split,0.7402490157240138,0.413244739658939,0.5111525306860077,0.8396203891457693,0.5416079406725729,0.5227704700377067,0.6547001444398364,0.7296609481366216,91.4,0.6886532329837339,0.5454545454545454,1.0,22
77,ESM-2 650M,viral,CVB3_3B_Alvarez,Site Split,0.6570804442747702,0.4663011313142455,0.5810588043274342,0.81261213429954,-0.20990946666756086,0.8729297198415937,1.016812634515892,0.3484632576990702,57.4,0.6886532329837339,0.5454545454545454,1.0,22
78,ESM-2 650M,viral,CVB3_3C_Alvarez,Pooled Split,0.5716381242082235,0.5199748968020946,0.6550317731305142,0.7421269798416101,0.4932811538179654,0.5680129023430792,0.7084666671401648,0.6988294672954478,358.4,0.6078066808254906,0.6775956284153005,0.9983606557377049,183
79,ESM-2 650M,viral,CVB3_3C_Alvarez,Site Split,0.43314195576499354,0.6171507669473276,0.7540304984171857,0.6832477678337098,0.18255199294785124,0.7539135941283162,0.8914538963773282,0.5151138849529835,97.8,0.6078066808254906,0.6775956284153005,0.9983606557377049,183
80,ESM-2 650M,viral,CVB3_3D_Alvarez,Pooled Split,0.46116704013553245,0.5999672914324724,0.7347041871917402,0.6987537105350463,0.4322097971987051,0.6162841488789287,0.7506064874036077,0.6786524178151536,306.6,0.6031514073945412,0.696969696969697,0.9975108225108225,462
81,ESM-2 650M,viral,CVB3_3D_Alvarez,Site Split,0.3585189191133929,0.6649176312168906,0.8004762407636037,0.6345544501639976,0.307705569250218,0.6967354134649927,0.8309193064022518,0.5991141544748051,77.0,0.6031514073945412,0.696969696969697,0.9975108225108225,462
82,ESM-2 650M,viral,CVB3_POLG_Mattenberger,Pooled Split,0.3507676727138878,0.631231541157969,0.802983257149003,0.579664288586913,0.3063560486398753,0.6653603357638,0.8437671509346483,0.5401975210716217,574.0,0.7394436992802171,0.39482961222091656,0.35951945080091535,2185
83,ESM-2 650M,viral,CVB3_POLG_Mattenberger,Site Split,0.18648784840673177,0.7180831164596571,0.906414917255692,0.42599690311708505,0.13700214322667076,0.7190092728963339,0.9074821835512148,0.3733591984178292,65.0,0.7394436992802171,0.39482961222091656,0.35951945080091535,2185
84,ESM-2 650M,viral,CVB3_VP1_Alvarez,Pooled Split,0.486691113018851,0.5788245051251685,0.7160948728395102,0.6879894587045741,0.352561646700302,0.6541025043954102,0.8059803085397274,0.6091019723374911,566.6,0.6055907388419459,0.6014234875444839,0.9314946619217082,281
85,ESM-2 650M,viral,CVB3_VP1_Alvarez,Site Split,0.232403715917381,0.7443669785028412,0.8780378139987258,0.5171988533878578,0.18554333331417144,0.7659753417806603,0.8926990027457103,0.46437130435916574,46.0,0.6055907388419459,0.6014234875444839,0.9314946619217082,281
86,ESM-2 650M,viral,CVB3_VP3_Alvarez,Pooled Split,0.3896995209185411,0.6027499219190192,0.7820810248129306,0.5976693747086721,0.27934488516038575,0.6619814193582888,0.8445252727401723,0.5323944672083922,430.2,0.5119786455413433,0.6428571428571429,0.9508403361344537,238
87,ESM-2 650M,viral,CVB3_VP3_Alvarez,Site Split,0.172854642442661,0.6937033202450136,0.9033516231750397,0.4456567019136976,0.1335595601570106,0.7387001296925667,0.9502035077688863,0.4147322616771939,41.0,0.5119786455413433,0.6428571428571429,0.9508403361344537,238
88,ESM-2 650M,viral,DENV_POLG_Suphatrakul,Pooled Split,0.41262306631485873,0.6411559021671802,0.7662792087084884,0.6583728511812448,0.3450676550803221,0.6764412129265196,0.8097294124531287,0.6014705801374467,778.0,0.7704619909115175,0.3711111111111111,0.9387222222222222,900
89,ESM-2 650M,viral,DENV_POLG_Suphatrakul,Site Split,0.11621319008404278,0.8296912303322707,0.9390137716042986,0.36436356106648804,0.09960795396041713,0.8469716700279013,0.9529346868518722,0.3328904452378877,24.2,0.7704619909115175,0.3711111111111111,0.9387222222222222,900
90,ESM-2 650M,viral,EV_CAPSD_Bakhache,Pooled Split,0.23531377511283913,0.7071796505430366,0.876257453295815,0.49968625573958814,0.16652475563467345,0.7317545400259305,0.9051029744540455,0.4192694321937974,522.2,0.5688100088861823,0.685614849187935,0.95,862
91,ESM-2 650M,viral,EV_CAPSD_Bakhache,Site Split,0.12381217661297961,0.7647464867550336,0.9400321974662276,0.37652384097167296,0.08572314098581893,0.764038083583019,0.9377076399292786,0.3221344866667554,78.0,0.5688100088861823,0.685614849187935,0.95,862
92,ESM-2 650M,viral,EV_REP_Bakhache,Pooled Split,0.2924762049453432,0.703412549306878,0.8414720320148994,0.5305379957893674,0.2571941216794743,0.7194449790451728,0.8603582367200413,0.4987764349679689,504.8,0.6372857663459663,0.6363636363636364,0.95,1331
93,ESM-2 650M,viral,EV_REP_Bakhache,Site Split,0.20716716945847552,0.7547825018928284,0.8922090563800866,0.4601070323456238,0.16581364824846637,0.7658985110367311,0.9044206600436061,0.4105209866447509,88.6,0.6372857663459663,0.6363636363636364,0.95,1331
94,ESM-2 650M,viral,HIV1_BF520_ENV_Haddox,Pooled Split,0.4946875356579975,0.5738515169699363,0.7107171834937235,0.7135268200927024,0.4166820737065621,0.6148279091915898,0.7641235200402752,0.6495661084892592,634.2,0.8294494649960933,0.1797583081570997,0.7380868544600939,852
95,ESM-2 650M,viral,HIV1_BF520_ENV_Haddox,Site Split,0.2351125640443025,0.7181040245159199,0.8746465509488648,0.48580581736788664,0.15145785868658496,0.7571407517425863,0.9179952670159665,0.39299942922939113,81.0,0.8294494649960933,0.1797583081570997,0.7380868544600939,852
96,ESM-2 650M,viral,HIV1_BG505_ENV_Haddox,Pooled Split,0.4945204603593393,0.5770065335854329,0.7110012553371361,0.7081336609996087,0.4199977259321317,0.6167683077731094,0.7613130077010146,0.6469282363933857,631.2,0.8118129346206062,0.25522388059701495,0.7400581395348838,860
97,ESM-2 650M,viral,HIV1_BG505_ENV_Haddox,Site Split,0.18572086968343132,0.7623703943671148,0.9020389698631162,0.42486365166324414,0.12277108786664474,0.7876354516743979,0.9306809455605889,0.36556687845166513,42.2,0.8118129346206062,0.25522388059701495,0.7400581395348838,860
